album_type;album_id;album_name;artist_id;artist_names;release_date;popularity
single;26DJBuXGuQCo5Z7jg17Vji;El Ave de Durango;2TSslwx9J30KElgEr68sdv;Los Alegres Del Barranco;2020-11-24;38
album;6rGQO5ibbf2JhX4N6BmL5r;Nuestro Estilo;3Aw1WaC6Xm8cOOppvXcnfa;Los Hijos De Garcia;2020-11-26;49
album;7v39lRxD9KfUrhVDUG4FR5;Adventure Time: Distant Lands - Obsidian (Original Soundtrack) [Deluxe Edition];3Op7D6tFVJCOHW6EAV0ck1;Adventure Time;2020-12-04;34
single;4v30MajYD1fpYT0klAt4px;wishlist;0duLKMlcwhyZgqu8zSSjBp;Alaina Castillo;2020-11-24;51
single;3djBfcxPUrb4JvabuWbmrG;Out the Ghetto;0gg11prPP6OqtUvBcKnPpq;Rylo Rodriguez;2020-11-28;20
single;4Xlp0SCFH5dPwNmS1o6AOY;Trees;5AtWO8IEnjhRLzaVVQxFUs;SoMo;2020-11-30;42
single;4VJ5MkhsuUzCq60yeu9FBG;Fighting Pain;7hj7ffJe6UkF1gsMpuweSI;Yungeen Ace;2020-12-04;36
single;4KaTPJYTLZWQqXHWtFhCxs;Into The Woods (Christopher Willits Remix);5oOhM2DFWab8XhSdQiITry;Tycho;2020-12-01;38
single;74d8WuP35goclruywKL434;Betchua Freestyle;0p4ViyfJUTW0IT4SCBLexf;Drakeo the Ruler;2020-11-25;38
single;0mQ935ROxBkv2jskOf5kLq;After Midnight (Reimagined);0EyZDKtc41e4A3a3v69MxD;Muscadine Bloodline;2020-12-03;34
single;4Ko2Xxk9C8r07qvtVGkFDx;Santa Claus is Coming to Town;73jBynjsVtofjRpdpRAJGk;Dimitri Vegas & Like Mike;2020-11-27;49
single;1ZJA6YpalHfiMeNIjFKDmo;Hailey;1mUvCFjlnNilmIebNqKYo8;WRENN;2020-11-27;52
album;35LVfE1wsiXr4tdKnYliJ8;Mad World;0CbeG1224FS58EUx4tPevZ;Timmy Trumpet;2020-12-04;57
single;7HRqZplSpqWZnL05hUJCcH;Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello] (KAYTRANADA Remix);5cM1PvItlR21WUyBnsdMcn;Robert Glasper;2020-12-04;44
single;0QjyNnECZCddFO8iLoLl57;All I Want For Christmas Is You;5xSx2FM8mQnrfgM1QsHniB;Danna Paola;2020-11-26;34
single;7cRyadTEt6O5bfOuKAGWgx;Jumper;7h4j9YTJJuAHzLCc3KCvYu;Kina Grannis;2020-11-27;44
single;4t92BPXpbSK66xVUuCEiMw;snowfall / oscarto;69cjjIQEN8M6heOBT2SqZE;Wun Two;2020-11-25;41
single;5MYVpPtqQFHdYIJV0gnYbq;Jam & Butterfly;0siBQaURCli5wn2lqv8WZg;DPR LIVE;2020-11-27;54
single;0eWEfsIMAEmcXIy7EZEhqB;Let it Go;48QpIkzC2yRCUCvNvOVZqD;Avocuddle;2020-11-27;39
album;0DqA9nUDrtP8oLYtcJzHBK;Chavo's World;6nlHpSAfPX5rJCuRKF2997;Chavo;2020-11-27;52
single;1hChu5kbAL0TlDV7KGT9lU;Put Your Records On;48QpIkzC2yRCUCvNvOVZqD;Avocuddle;2020-11-27;43
single;6fr4YPNUZHYdycSDvc5qV1;BeVerly Hills BoYfRiEnd (Remixes);3V0ZQW0dNuVaFtbVYgSI24;Claire Rosinkranz;2020-12-08;0
single;02BkMfvkuHhPwqSCX9agXE;Just Can’t Get Enough;48QpIkzC2yRCUCvNvOVZqD;Avocuddle;2020-12-04;33
album;7FtN10EwSRDY8mZKmBIwAm;One Eight;2ZavqCJe7uqkRpISes0NFi;Iamsu!;2020-11-24;35
single;0hNsNVEk5TwAFs6fmXUrmE;Warm on a Christmas Night;0Vw76uk7P8yVtTClWyOhac;HONNE;2020-12-04;45
single;1c9WAYELQyzy1VGwBT1Ftv;I Believe;7muzHifhMdnfN1xncRLOqk;Flux Pavilion;2020-12-04;43
single;3TufU6Pu12vRx6M2TJEeDb;Bossa Nova;3u579Gdap91lMptBSdXTpf;Kash Doll;2020-12-04;35
single;5CoC52wRzUgzrxgaxt5oMf;PRIMADONA;4iDroUFo89Y7YBsdDTBmTD;Sueco;2020-12-04;44
single;6lrPiF5Wx9PypcjS1JqWKt;Bih Yah;5HFSWl4JPwju06kHxukvTe;Mario Judah;2020-12-08;0
single;0luNsj0UsOooYHAkVVaRFy;Naughty or Nice;28Jt29jw6Smc3ZkzALTouq;DJ Chose;2020-12-03;4
single;0zjop7Z7ewP36d0dBidpnJ;Lost;5vBrKGOjN10BMwB0cJADj4;bülow;2020-12-04;41
single;6L95gUv3X3KOGMUOlHEqth;Fallen Blixkys;4JhbRL6zaItAyzqx4gHTqz;22Gz;2020-11-27;47
album;0ridunm192lEWz74LUlWLf;Group Therapy 410;10gzBoINW3cLJfZUka8Zoe;Above & Beyond;2020-12-06;36
single;0GPIDdhoSVCowOQhFasWLb;Park South Freestyle;41hhOkoRcm7m4fE0g7t1sa;Jake Paul;2020-11-25;54
album;2tYQYIkmW4BiEXUVNrvqhg;Rainy Days Are for Sleeping;0i427rmFO91za6EZmhbSCh;Nature Therapy;2020-11-29;53
single;6ugE8dVzZdepHyyGxCt2kW;Mi Tío Snoop;4QFG9KrGWEbr6hNA58CAqE;Aleman;2020-11-29;64
album;3YXfuI3E6OxcrtXnjAgNkM;BETTER - The 10th Album;4muJrGMndyYWqZtfk8OWy4;BoA;2020-12-01;58
single;3JFQy14nNQfrOnm4urI6x5;All I Want for Christmas is You;73jBynjsVtofjRpdpRAJGk;Dimitri Vegas & Like Mike;2020-11-27;44
single;5kiNdIrNlxqkByffe9URZQ;Take Off;3fyhhXHbGVLuSHFk2SYx4I;Popp Hunna;2020-12-07;0
single;4gNg3UteEpgXoRuHWQEPb2;Gary Payton;69cjjIQEN8M6heOBT2SqZE;Wun Two;2020-12-02;31
single;1gW2kaLLltSmt8m3wr1ltd;Again (DLMT Remix);0Ye4nfYAA91T1X56gnlXAA;Mako;2020-11-27;45
single;7JXIq8P1uvpr02mjwpTuU1;Cuando Dos Almas;3abT87tqQ4Q5PA5nw6CYyH;Ángela Aguilar;2020-11-25;47
single;1J645FfVVmqBefgaXZWpGC;Silver Bells;4o4tLTIJ3eWMFerz73atcT;Qveen Herby;2020-11-27;41
album;1soZtpGi4Odt8n8eWL0KdZ;Amor Y Lujuria;5hkcGbdTv8nC62vVT7RJmZ;LDNE;2020-11-25;44
single;6r2tubSBWCYsW8JTW4LrEo;Fly & Fetty;6eXSPW6KeL9Wlv7d1CnqK8;DC Young Fly;2020-11-27;54
single;2Ku1KXTvHwKtcaCNSx0bLL;fake friend;7FngGIEGgN3Iwauw1MvO4P;nothing,nowhere.;2020-12-07;0
album;49COhQ043jM1vTH7VSFUlq;We Don’t Stop;5wugb0kaq0J6nyQ5Xgd17i;Aly & AJ;2020-11-26;37
single;6Dwgd1sa4nYfzbW9eI7Vt6;All About You (feat. Foster The People) [Tensnake Remix];2x7EATekOPhFGRx3syMGEC;The Knocks;2020-12-04;27
single;0jwbVtWVNVfR76KPvCt2ZZ;Back To My Bed (Boss Doms & Achille Lauro Remix);2vf4pRsEY6LpL5tKmqWb64;Elderbrook;2020-11-25;46
single;6sq3kGlLBbvzqhSBXZpK1i;Christmas Time;73jBynjsVtofjRpdpRAJGk;Dimitri Vegas & Like Mike;2020-12-04;26
single;6zrSvnDKCdV6SBGhY79Ugn;Slowed Reverb TikTok (Remix);1dXyyDButMVteLKOOVqz6Z;Eduardo Luzquiños;2020-11-24;58
single;1cIoN8orHrSeDHwLxDmg8T;Stressed Out;6cd3XfCAc3e596RQW8P94H;Rustage;2020-11-27;35
single;5uBmj46iLOW3V5L4OmEujm;White Christmas;5DUlefCLzVRzNWaNURTFpK;Cali Y El Dandee;2020-11-26;22
single;0HTLv8wPnoDIAOUVas0aA3;Love Is Not Enough (Hybrid Minds Remix);10gzBoINW3cLJfZUka8Zoe;Above & Beyond;2020-12-07;2
single;3wgVOOs4MJKntqP8nZmZYu;Secure The Bag! 2;4Xi6LSfFqv26XgP9NKN26U;AJ Tracey;2020-11-27;67
single;3nWLdG8jbNgf6TAcZNNKwm;En el camino;6n4UZ6Nju0cFj8VSoYCN6L;Tony Loya;2020-11-30;30
single;4p19MU9T3W3aKcEkyZ3MxV;Say What You Want;31IZdHrCZ5pRhLz4zBxN3o;Riff Raff;2020-11-27;52
single;1a7qdzqBLc78lVR3leKIE1;Phobia (Wuh Oh Remix);1kDGbuxWknIKx4FlgWxiSp;Nothing But Thieves;2020-12-04;43
single;3Qmdyyr8tuicPXM42cpzJm;BLVD;6L3x3if9RVimruryD9LoFb;King Lil G;2020-12-05;27
album;4yPty9Y7Gh4eFPn7D9YUwE;Drink the Sea (10 Year Anniversary Deluxe Edition);3a9qv6NLHnsVxJUtKOMHvD;The Glitch Mob;2020-12-04;41
album;1fXL0SNEeiq7cYfoVziICR;Revelashen;2aMAN8kMJ7eUOAuPUYOwI7;Twiztid;2020-11-27;47
single;6Q8laNH1XSrgVyg9GA5EnM;little tin soldier;3ddT1Q3KQAm1G7UcIfz5KJ;convolk;2020-11-27;42
single;0EUyEAnuZdFlMKDyMVnULy;Mary, Did You Know? / Breath of Heaven;7kwEvDE8e7EBGKh5bLczqQ;Anthem Lights;2020-11-27;41
single;3jCBXQpHANtBMwNmpQs4kf;From The Album 'American Soul';5BKzvAPtNXnt0LwzGvKOH3;Aaron Watson;2020-11-27;42
single;5pVOnEZL6fsGpWTuDJxCvF;Jolly;11Y54BxlxC3UIAUkU2eadQ;Rend Collective;2020-11-27;39
album;3MfDRYbSuUoiJiFhmhBZ4u;In Decay, Too;2wouN3QXejYa5tKetYdcVX;Com Truise;2020-12-04;49
single;1gq8jZDjMm5uxTRyIXHf8r;Weather (Nitemoves Remix);5oOhM2DFWab8XhSdQiITry;Tycho;2020-12-08;0
single;5J7XMt3uX3DmcORjm5oOgz;El Seriecito;2wC90WSKQd0BvdxJZ0mObr;El Komander;2020-11-27;38
single;44rDMBKlUXepoEEoi5q3JM;Tecie & Refuge (Mind Against Remixes);3OsRAKCvk37zwYcnzRf5XF;Moby;2020-12-04;35
single;3MuX8Afd4KC0kGIBOstzxs;Blame It On The Mistletoe;7nDsS0l5ZAzMedVRKPP8F1;Ella Henderson;2020-12-04;50
single;000gngaiIggka6NgO1d78M;Every 4;6o4O5GX5kOWAGXtZUedxo3;KenTheMan;2020-11-24;46
album;7jYoJlj4s36tJTcVtdfqjC;Cider & Hennessy;2AQjGvtT0pFYfxR3neFcvz;Jordin Sparks;2020-11-26;41
single;6TRoxZTx8HtZ2B3U7c1jVC;Miedito o Qué? (feat. KAROL G);3m5qlPf2OkihLz3dRYnkPA;Ovy On The Drums;2020-11-25;65
single;5waTBa2F5AFOgGve7Xdusv;no hook no feeling;6n4UZ6Nju0cFj8VSoYCN6L;Tony Loya;2020-12-05;20
single;79yLiwLKOCd1LPWpKOubXs;Going Loud (Team Korra Rap) [feat. Lex Bratcher, YFU Baby & Shwabadi];6cd3XfCAc3e596RQW8P94H;Rustage;2020-12-04;22
single;0fequ3nqlInmYUas1U2EJi;Exotica;2WBJQGf1bT1kxuoqziH5g4;Purple Disco Machine;2020-11-27;45
single;45BRoFvYWn70hHYYE5AY5a;Kgamilwe Ke Joy;78SHxLdtysAXgywQ4vE0Oa;Bush;2020-12-04;2
single;40DJxtAiihqPhovnE7gLqN;The Kingdom (Acoustic);78SHxLdtysAXgywQ4vE0Oa;Bush;2020-12-08;0
single;1vpOwTSb8jX1iQm1ea9diV;September (with Zucchero);0Ty63ceoRnnJKVEYP0VQpk;Sting;2020-11-27;53
single;60UqJ4MBK5pQgPy08B7fLn;All I Want for Christmas Is You;6d0ZjIp5L7Ygy2l02HskRX;Dylan Matthew;2020-11-27;33
single;3mxW4ANOby1MOXhDamMMfs;New Shape;6M6XXCcO5gI68XpIlrUL3Z;Young T & Bugsey;2020-11-26;57
single;5lXxUtsyCNoqCOqXa4qud7;Morra;6n4UZ6Nju0cFj8VSoYCN6L;Tony Loya;2020-12-05;0
single;50u28g007HqCVQDpPsajct;Toontown;6cd3XfCAc3e596RQW8P94H;Rustage;2020-12-08;0
single;2Q1tEu1Jy7SFuaCZ4zTs7m;Another You;3bhu7P5PfngueRHiB9hjcx;Elle King;2020-12-09;0
single;3FDai89MHWH3BAuOJgAAQQ;Benice;225l1KEprObX8xgl8xo2Gc;BluntOne;2020-11-27;31
single;0pJ6xPFYfXpuwpPRQkApPq;Shinkai;58oPVy7oihAEXE0Ott6JOf;Eve;2020-12-04;40
single;5QGaBabzEnayFM1U2aZPSI;Dear Sarah;1vkWdqcabQ1swciXipkLBj;awfultune;2020-12-02;37
single;7LK33wpZ5LmLwWkCMxDXdp;Fallin' Apart;6mK0vAO13gT8jWYANyoXAl;Young Franco;2020-11-27;56
album;52eNgR2ME2iPT4XZcpCc5u;Christmas with Handel;1QL7yTHrdahRMpvNtn6rI2;George Frideric Handel;2020-11-28;32
album;0GVwUXxUBAc5FbNUmgsMcH;15 Rielazos Parranderos;59xlizZFIFUvLC0I8iV2Jv;Los Rieleros Del Norte;2020-12-02;0
single;2WATjzROhbnFX5eBBYvwlM;SensiTeev;225l1KEprObX8xgl8xo2Gc;BluntOne;2020-12-04;25
album;0HmiSpbAF19T8an5VQ94xC;Christmas Carols by King's College Choir;0f3PsS9IQ6whvNMFFKnpjl;Choir of King's College, Cambridge;2020-12-02;47
single;6BySHcm8kG16A8SSzVUHZE;The Perfect Storm;35P36DZtjEMEP2KOO9759M;Shaman;2020-12-04;19
album;0ZEOmWEcXNJYJTTdkIFnBR;Relaxed Holidays with Handel;1QL7yTHrdahRMpvNtn6rI2;George Frideric Handel;2020-12-05;27
single;2RE2HQSGcRFyOxGhVKKzfJ;Someone Else’s Dream (Acoustic) [with Chaos Canine];7gAYvcQFmAruyvwGjxrSUr;Absofacto;2020-12-04;24
album;0dpI4KeBTPdazVzW1paxqh;Tres;77aLk6J8ofnVxa1eXK9jiU;Matisse;2020-11-27;67
album;1FeQ7HR2xaepQ6il1iQdap;English Chamber Orchestra - Great Recordings;1QL7yTHrdahRMpvNtn6rI2;George Frideric Handel;2020-11-28;25
compilation;2tawQhSOBEJ4MQm1ZN6knB;Chillhop Essentials Winter 2020;0LyfQWJT6nXafLPZqxe9Of;Various Artists;2020-12-02;55
album;3ZOQ4xQivNZVJzOUM3ZZ7v;Mt. Marci;5X0V59ipZnbvnubW0rQVri;Roc Marciano;2020-11-30;51
single;1hXx44Rb1NKuqwZKSVHZvV;Alma Navideña;6qm0DFounuQWwu6IF0ZGH2;La Fiera de Ojinaga;2020-12-04;24
single;512NZa7ZFYp6d3aAjYzP4M;Happy Where We Are (ilan Bluestone Remix);521qvhdobR0GzhvU6TFw76;Tritonal;2020-12-02;45
single;26p355AkZ1haUMeAopfGtS;I Wish You Were Here;7w9jdhcgHNdiPeNPUoFSlx;Dropkick Murphys;2020-11-26;46
single;4r7kGArWAFGTyKfXfSGQP0;Someone Else’s Dream (Acoustic) [with Chaos Canine];7gAYvcQFmAruyvwGjxrSUr;Absofacto;2020-12-04;11
single;1BxAOeGLqkXNZgEgfJSf5K;Good Night;4XbnhifKeOnyfTsCInrQsX;No Spirit;2020-12-06;1
album;78J2WyAF3Updccv9cQEcnc;Black Heart;5mscNJ6lE9Kj7tWv4iCk7y;Within The Ruins;2020-11-27;52
single;52wRPcVKiPIAe7TRSUawT0;Ambitions;29xEFSOFz3JxItr9PhAmyC;Eli McCoy;2020-11-24;49
album;1ojRsIYi1rLdiFpSKNtEBp;Camp Lukewarm;14EkDZQXCL0J9CpQ1tKIKC;Lord's Child;2020-11-24;50
single;2Rr15SkZsVb1lkSp8jTpEg;Blood!;7gvbCoLA8lJUktp8G2xIRR;Peachy!;2020-12-03;23
album;4fz9bghWr5F7BF80GOZRaL;All Visible Objects (Quarantine DJ Mix);3OsRAKCvk37zwYcnzRf5XF;Moby;2020-12-09;0
album;2crp4uVvTXxGud4aUW6Lan;Why;5bCwYvvFvWOEXtO9W7p0Iv;Craig Xen;2020-12-01;41
single;0PpHiG2wAGvLZQc40Z0sSm;Promises (feat. Reigns);53M4Iv2RkzzxFFvW2B1jhC;Breathe Carolina;2020-11-27;48
single;34QYUulaB1u6ftTB1E8kdz;Raris & Porsches;7352aRY2mqSxBZwzUb6LmA;Bow Wow;2020-11-30;31
single;32cEyEa1AdPfMi79rJh6uN;December's Here;4ghjRm4M2vChDfTUycx0Ce;New Found Glory;2020-12-01;40
single;5KNS1HrBLty7Mp56sAxGHM;Dope Boyz & Trap Godz;4cmA2QDPdzh8W2ytpyUGes;Young Scooter;2020-11-27;44
single;5ZnDB6jJzpPxqGXYErfc9x;The 4th Movement (The Glitch Mob Remix);3a9qv6NLHnsVxJUtKOMHvD;The Glitch Mob;2020-11-27;37
album;0tUzItgIRUQ6fzuf57TAX8;Everything Will Change;5yV1qdnmxyIYiSFB02wpDj;The Postal Service;2020-12-04;46
album;5tVmcNSz0RwWdtGoz0ZCWa;Sir Adrian Boult: A Musical Legacy, Vol. 5;3PfJE6ebCbCHeuqO4BfNeA;London Philharmonic Orchestra;2020-11-27;27
single;7hlDexDJ4emghaja5oYcy5;Irish;11Y54BxlxC3UIAUkU2eadQ;Rend Collective;2020-12-04;26
single;33jFz5JC5qnd1s36SrSXp1;bad kids (feat. Yoshi Flower);64EHXDoln95lnccszdPum0;Royal & the Serpent;2020-12-04;37
single;4j8ZiT9TBNTylP578zuJRn;Alone;22vqVhfPJab5kkU9txDGX3;Q;2020-11-27;51
single;7vA0iKAyaIM9IcHwopbwi7;Rain Showers in the Woods;72BLFmprLtjupyPrNzig4J;Rain Palace;2020-11-25;54
single;4V4DnIDHvrKquBfbTSXsPf;Date Rape;1YK8JdPbiaMSnf4hrlBkGT;Pepper;2020-12-04;34
single;6gtXzwdEztRzjiiQPPrPWC;Ancient Meadow;1XFN3VcuKr4tsTtQlRiTgK;Mondo Loops;2020-11-27;38
album;2LM0202mtp2tMzxnUAelNg;Blippi Christmas Songs, Vol.2;30niqFGUKKUg1horQSgwBn;Blippi;2020-11-27;43
single;7FtdB5tYslc7Sw1BIFNEgX;Goku Rap (Level Up);6xini6REf0CP8muuVvDa91;Daddyphatsnaps;2020-11-28;38
single;2US38BIkYb1habQEAGJyfD;Tears Of Gold;5gOJTI4TusSENizxhcG7jB;David Bisbal;2020-12-03;50
single;0F6ODjmkbP1wqLiY6aLltP;Dejame Caer;0yeH1le8FnlMczNSy9d4iU;La Fortaleza Real;2020-12-02;0
single;0xvwcUk5lRrk0ALOhXfjhi;Dembow;0yeH1le8FnlMczNSy9d4iU;La Fortaleza Real;2020-12-02;0
single;4EHuWsvj2vCEkgTX1k1V2B;Me Siento Solo;0yeH1le8FnlMczNSy9d4iU;La Fortaleza Real;2020-12-02;0
single;5HBJcC0oIzSt8mszgj3cTO;Esta Noche;0yeH1le8FnlMczNSy9d4iU;La Fortaleza Real;2020-12-02;0
single;1ifQdKRmcx65n1nUZTDELc;Again (The Wyze Remix);0Ye4nfYAA91T1X56gnlXAA;Mako;2020-11-27;9
single;0zcBk4oNMmwuzdS5ffv5ys;Troubled;6etvDgXGErVuIJX9feI7Kv;Korogene;2020-11-24;50
single;7nht9djWw9CdhIQhFRcft8;Out On My Feet / Brakeless;0nq64XZMWV1s7XHXIkdH7K;The Wonder Years;2020-12-02;44
single;6ktphAGntb13iEAEt6oCNM;Tell You Like This;3p3jPcp8b7WL9XYj4xlsWj;Snow Tha Product;2020-12-08;0
album;7DhUel0WuoKhMPFZ1W8eyL;Disappointed Fantasy;6Tt3bqNhOL8EAiNdsJbupA;frag ohne;2020-11-24;48
single;1lzctpfmslXCVlT7pTEHXC;Still I Rise (feat. Jackboy);3XVpDdKav6C6zwlDXPhMEO;Kamaiyah;2020-12-04;39
single;2ebZpoAUABkDTbbLGGKnGg;A Mal Tiempo Buena Salsa;27vNK840zYq6IfDijHPsv1;Gilberto Santa Rosa;2020-11-27;39
album;09cQYh4fbHWyUwRBYbg4nJ;Sayless;4TYOMrAFzxu8wO0yLIpOm4;Seddy Hendrinx;2020-11-27;49
single;1KuHFlATr4aoVahHKY3pzU;Dance Like Nobody's Watching;3kHVioJpVxlazAAKQ64pC1;Yuna;2020-12-04;47
album;16TT0OKoyEgD22nj70WUEi;TINI TINI TINI;7vXDAI8JwjW531ouMGbfcp;TINI;2020-12-03;67
single;2ZdjMFmxBNR8NWy9OFqAaJ;Not For Real;3Sb3oI3Xw7FcgYS262zXPE;Chris Mazuera;2020-12-02;19
single;2W5MxjwUZw1JewmdLdozAG;Christmas (Baby Please Come Home);7w9jdhcgHNdiPeNPUoFSlx;Dropkick Murphys;2020-11-27;32
single;21XbquBTt9efUod01g8zdU;HO HO HO;164Uj4eKjl6zTBKfJLFKKK;JVKE;2020-12-02;40
album;51CouDr0rCig14cWZFQ4KK;En Vivo Desde Casa Vol. 1;5IaAggho4F1gWHE5REe1e8;Los Rehenes;2020-11-27;37
single;5ExcyJ49ScoGkF5lsEQXzA;For Real;3Sb3oI3Xw7FcgYS262zXPE;Chris Mazuera;2020-12-09;0
single;3X42cq0ppTHylj6NVb6vGw;So High;5RMUeKq0dZxg9RHE1f0B9P;Tm88;2020-12-04;50
album;4sZni6V6NvVYhfUFGqKuR3;Faceless;0okpgBQamDqOZazBeH0J3I;Unknown Brain;2020-11-27;55
album;3ODj5j4y8RRB1pEzdAjZyS;YOUNGEST IN KHARGE (DELUXE);7atuUUktuP1wDbkkgdNvxI;Justin Rarri;2020-12-04;48
album;6JBopvVisRIBQE9FKRgx05;Kape Mode;5WRElKaZsn1tGnrgmJVAeO;Cam;2020-12-08;0
single;6vMKvVjk9erUAlzLXzma2S;ROCKST17R LIFE;6tZIB0k2xzSx5o7P1m7tvq;3NIGMA;2020-11-28;51
single;6jrIH5vM7LnDwsSkEt6mvA;Absolute Unit!;27foDL8SBDLivhZNlDsAza;Billy Marchiafava;2020-11-27;38
single;0QrTobqSZwX1sV7EjiqYN8;Love Somebody;1xBARhKI09ZTmeePVDWMCf;Rotimi;2020-11-30;42
single;3rALWkXOoed2qwwayoKb3B;I'm In Love With You;5szdY7KaSi7epwyffrbV8c;Poolside;2020-11-30;43
single;0PTGY2rz75YFy0H1jvibuD;Jenny;7avo0PmlW8O1YLEt9DnWQT;Studio Killers;2020-12-04;32
single;2DPJLNoYRvr74xwYACfYzf;Til the End of Time;3Ay15wt0QChT4Kapsuw5Jt;Clint Black;2020-12-03;32
single;4Y49Day8mdKqVqhFoVJFRX;simulation;4iiQabGKtS2RtTKpVkrVTw;Smallpools;2020-12-04;41
single;7p1d4Wyt5Fsdg16ecPz80X;The Chevy;6CTStccOisUTgXVrtCIANm;Ricky Desktop;2020-12-06;2
single;2Ky1wgLXlC6KrjNX7T42Jv;Oatmilk;3qqkHeEhezlIaNj1vFYH2r;spill tab;2020-12-01;48
single;4fQmyOAs2oMphPz2VZR0mU;Charles Barkley;0Q2Tc5yZFJpumLMc7Yz4e4;Tomppabeats;2020-12-09;0
album;0PE6hxgSMyjrsiN0MktJpL;Las Locuras Mías;3OcvS8PzSGYMBvLdzY6g3e;Silvestre Dangond;2020-12-03;61
single;6FAQw3MvkjFGsPd1ccLb5q;nocturne melancholy dream (Remix);4pwqNyMSvuv7VOhQBdjB6Q;eevee;2020-12-04;30
single;17wFQ9trMp7PWpODCmW0jf;Rencontres;2CiO7xWdwPMDlVwlt9qa1f;WYS;2020-11-29;16
single;0tTRozo8QXUfPsWtCSD1zl;100%;7pBXdJN9S9N9nNifjPixET;Tohi;2020-11-28;56
single;1AZNoduo59gxrq1FPEYd37;REALM EP;4VNQWV2y1E97Eqo2D5UTjx;Gorgon City;2020-12-04;46
compilation;5wvXpLiYN0ePhgfG1oBe3l;Hardwell On Air - Best Of November 2020 pt. 4;6BrvowZBreEkXzJQMpL174;Hardwell;2020-11-27;50
single;2BdJeH4G6136IKfpMmY4Tv;A Postcard from Nowhere;2CiO7xWdwPMDlVwlt9qa1f;WYS;2020-12-07;0
single;0Q0JMmCUsjy4H49W11Xj7W;Bird;3nIuVGstklsvoHOIvULcCe;Yun Head;2020-11-27;31
album;4YsxJYWdW4hwxsVLnRJRHW;From Russia With Love;1rSGNXhhYuWoq9BEz5DZGO;ARTY;2020-11-27;45
single;25jZ7IIMwe3Zm64z4b4uyI;F2020 (LLusion Remix);1htYtUdXVMwR6HCSs821Lc;Avenue Beat;2020-12-04;26
single;09tCQ3JbKrCkbEdaURJLvC;Beta Testing;46NCqFl8vhQZD77y7XkvJs;goosetaf;2020-12-04;25
single;4OmYrFiPBU5DoxdMjwQJDH;Arthur McBride;5Bcrb5qQMVTEbJ43fdIS4A;Mipso;2020-11-27;44
single;4JhcMt55ccpnkHJTYyHMWj;Peace on Earth;2JMtxA2S9SNUlqBlkDtXm6;The National Parks;2020-11-27;44
single;7JhXKdlWnN52qf1jstOd1n;Coming Apart (Remixes);1UfzhwcOR4yfX7yHTPfC9m;Joywave;2020-12-04;40
album;74NNYlQ4DvXBDaO7FAgiqU;Idealism;5pRxS1TqblxFku49c4BnLV;Coletta;2020-11-27;48
single;0PZrMY7AUTZkB90EyyyYw3;Me Style;6O1vRHWVGKJTnWuJmItnsx;Rio Da Yung Og;2020-11-26;26
single;0ZUUNzW2alJzw9JkRRiIfM;football game;4xjJOu0MWVWuaDVZOy0Dx2;Silver Sphere;2020-11-25;48
single;5zZSMC2iN0uFYv668KW3K7;Frozen Firs;46NCqFl8vhQZD77y7XkvJs;goosetaf;2020-12-02;10
single;48Edii7uqBWFqRevqBtIXY;Weirdo (Remix);5Lhxlge1CR1DrgDAje8Qaw;NoMBe;2020-12-08;0
album;6Y1qMU0XXnnAcBGlAGuOPJ;VSQ Performs the Hits of 2020, Vol. 2;6MERXsiRbur2oJZFgYRDKz;Vitamin String Quartet;2020-12-04;38
single;4TrvY9xqrvdDBKlVpi4ACO;Don't Come Crying;0B7Y5KDNScTBzeN7DY74YG;Tryhardninja;2020-12-04;27
single;0x0npxmDnAE39vMBCJ4jjq;True Conspiracy;6RBNZiacrZR9qaof2aak4A;Vicious Teknique;2020-11-27;30
single;0odTgkhGhcwXVwgLPzRrnN;Close To You;5Ayl2bJtN5mdCsxZoxs9n1;Collie Buddz;2020-12-04;40
single;57nnquMTCSDKsgxJNbAHRY;The Stars Are Coming Home;6BF0bXbsdujMSMeFZBGcBq;Thomas Bergersen;2020-12-04;37
single;1korip43nD4Oyr1BdEHJOn;No Me Deja De Doler;7uGhSk7fVURjDaiXW1FSbL;La Maquinaria Norteña;2020-12-04;30
single;1pOFaYrE5lN3R3vCxpGqNz;Accidental Shit Talkin' (Bonus Track);6O1vRHWVGKJTnWuJmItnsx;Rio Da Yung Og;2020-11-25;21
single;0jNybnqZ58tEFLNq7EgnLs;American Heartbreak;6DJEUXZm0e2rAohdoZ5Voo;Black Thought;2020-11-27;25
single;498o00ziIIzjYZN8QuLam4;Pretty Little Roses;5k3Cw8TfLQt40L5dbqxJKD;Formal Chicken;2020-11-27;39
album;1ApHFlSpyaQ0I5ccXWWi3k;Money Money 2020 Pt II: We Told Ya So!;0vDdlaPkN2w0ibESVsrI3F;The Network;2020-12-04;52
album;1fsyFe9h80IFT1A2GF02vu;La gabbia (Original Motion Picture Soundtrack);1nIUhcKHnK6iyumRyoV68C;Ennio Morricone;2020-11-27;29
album;6G0aoUI5CM1Q9C9huQxhc7;Kids Christmas Hits, Vol. 2;0lFDQOEK5OwsyPXb1aWJzY;Little Baby Bum Nursery Rhyme Friends;2020-11-27;38
single;0oZdoguy4BOsAvmnMS7LVQ;Different Addy;6O1vRHWVGKJTnWuJmItnsx;Rio Da Yung Og;2020-11-25;18
